dim_track_id,track_name,album_name,artist_name,composer,genre,mediatype
1619,Babe I'm Gonna Leave You,Led Zeppelin I,Led Zeppelin,Jimmy Page/Robert Plant,Rock,MPEG audio file
1626,How Many More Times,Led Zeppelin I,Led Zeppelin,Jimmy Page/John Bonham/John Paul Jones,Rock,MPEG audio file
1625,I Can't Quit You Baby,Led Zeppelin I,Led Zeppelin,Willie Dixon,Rock,MPEG audio file
1618,Good Times Bad Times,Led Zeppelin I,Led Zeppelin,Jimmy Page/John Bonham/John Paul Jones,Rock,MPEG audio file
1620,You Shook Me,Led Zeppelin I,Led Zeppelin,J. B. Lenoir/Willie Dixon,Rock,MPEG audio file
1622,Your Time Is Gonna Come,Led Zeppelin I,Led Zeppelin,Jimmy Page/John Paul Jones,Rock,MPEG audio file
3002,Bullet The Blue Sky,Rattle And Hum,U2,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock,MPEG audio file
2996,Angel Of Harlem,Rattle And Hum,U2,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock,MPEG audio file
3003,All I Want Is You,Rattle And Hum,U2,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock,MPEG audio file
2987,Helter Skelter,Rattle And Hum,U2,"Lennon, John/McCartney, Paul",Rock,MPEG audio file
2999,Heartland,Rattle And Hum,U2,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock,MPEG audio file
2998,When Love Comes To Town,Rattle And Hum,U2,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock,MPEG audio file
3000,God Part II,Rattle And Hum,U2,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock,MPEG audio file
2989,Desire,Rattle And Hum,U2,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock,MPEG audio file
2997,Love Rescue Me,Rattle And Hum,U2,"Bono/Clayton, Adam/Dylan, Bob/Mullen Jr., Larry/The Edge",Rock,MPEG audio file
2994,Silver And Gold,Rattle And Hum,U2,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock,MPEG audio file
2993,Freedom For My People,Rattle And Hum,U2,"Mabins, Macie/Magee, Sterling/Robinson, Bobby",Rock,MPEG audio file
2991,All Along The Watchtower,Rattle And Hum,U2,"Dylan, Bob",Rock,MPEG audio file
2992,I Still Haven't Found What I'm Looking for,Rattle And Hum,U2,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock,MPEG audio file
2995,Pride (In The Name Of Love),Rattle And Hum,U2,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock,MPEG audio file
3001,The Star Spangled Banner,Rattle And Hum,U2,"Hendrix, Jimi",Rock,MPEG audio file
2988,Van Diemen's Land,Rattle And Hum,U2,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock,MPEG audio file
2990,Hawkmoon 269,Rattle And Hum,U2,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock,MPEG audio file
2147,Phantom Of The Opera,The Beast Live,Paul D'Ianno,Steve Harris,Rock,MPEG audio file
2140,Killers,The Beast Live,Paul D'Ianno,Paul Di'Anno/Steve Harris,Rock,MPEG audio file
2144,Remember Tomorrow,The Beast Live,Paul D'Ianno,Paul Di'Anno/Steve Harris,Rock,MPEG audio file
2142,Murders In The Rue Morgue,The Beast Live,Paul D'Ianno,Steve Harris,Rock,MPEG audio file
2141,Prowler,The Beast Live,Paul D'Ianno,Steve Harris,Rock,MPEG audio file
2148,Iron Maiden,The Beast Live,Paul D'Ianno,Steve Harris,Rock,MPEG audio file
2143,Women In Uniform,The Beast Live,Paul D'Ianno,Greg Macainsh,Rock,MPEG audio file
2145,Sanctuary,The Beast Live,Paul D'Ianno,David Murray/Paul Di'Anno/Steve Harris,Rock,MPEG audio file
2139,Wrathchild,The Beast Live,Paul D'Ianno,Steve Harris,Rock,MPEG audio file
2146,Running Free,The Beast Live,Paul D'Ianno,Paul Di'Anno/Steve Harris,Rock,MPEG audio file
2094,I Don't Know,Blizzard of Ozz,Ozzy Osbourne,"B. Daisley, O. Osbourne & R. Rhoads",Rock,Protected AAC audio file
2095,Crazy Train,Blizzard of Ozz,Ozzy Osbourne,"B. Daisley, O. Osbourne & R. Rhoads",Rock,Protected AAC audio file
1238,Blood Brothers,Brave New World,Iron Maiden,Steve Harris,Rock,MPEG audio file
1239,The Mercenary,Brave New World,Iron Maiden,Janick Gers/Steve Harris,Rock,MPEG audio file
1237,Brave New World,Brave New World,Iron Maiden,Bruce Dickinson/David Murray/Steve Harris,Rock,MPEG audio file
1236,Ghost Of The Navigator,Brave New World,Iron Maiden,Bruce Dickinson/Janick Gers/Steve Harris,Rock,MPEG audio file
1244,The Thin Line Between Love & Hate,Brave New World,Iron Maiden,David Murray/Steve Harris,Rock,MPEG audio file
1243,Out Of The Silent Planet,Brave New World,Iron Maiden,Bruce Dickinson/Janick Gers/Steve Harris,Rock,MPEG audio file
1240,Dream Of Mirrors,Brave New World,Iron Maiden,Janick Gers/Steve Harris,Rock,MPEG audio file
1241,The Fallen Angel,Brave New World,Iron Maiden,Adrian Smith/Steve Harris,Rock,MPEG audio file
1242,The Nomad,Brave New World,Iron Maiden,David Murray/Steve Harris,Rock,MPEG audio file
1235,The Wicker Man,Brave New World,Iron Maiden,Adrian Smith/Bruce Dickinson/Steve Harris,Rock,MPEG audio file
2391,Around The World,Californication,Red Hot Chili Peppers,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Rock,MPEG audio file
2405,Road Trippin',Californication,Red Hot Chili Peppers,Red Hot Chili Peppers,Rock,MPEG audio file
2393,Scar Tissue,Californication,Red Hot Chili Peppers,Red Hot Chili Peppers,Rock,MPEG audio file
2401,This Velvet Glove,Californication,Red Hot Chili Peppers,Red Hot Chili Peppers,Rock,MPEG audio file
2392,Parallel Universe,Californication,Red Hot Chili Peppers,Red Hot Chili Peppers,Rock,MPEG audio file
2394,Otherside,Californication,Red Hot Chili Peppers,Red Hot Chili Peppers,Rock,MPEG audio file
2399,Emit Remmus,Californication,Red Hot Chili Peppers,Red Hot Chili Peppers,Rock,MPEG audio file
2398,Porcelain,Californication,Red Hot Chili Peppers,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Rock,MPEG audio file
2400,I Like Dirt,Californication,Red Hot Chili Peppers,Red Hot Chili Peppers,Rock,MPEG audio file
2404,Right On Time,Californication,Red Hot Chili Peppers,Red Hot Chili Peppers,Rock,MPEG audio file
2402,Savior,Californication,Red Hot Chili Peppers,Anthony Kiedis/Chad Smith/Flea/John Frusciante,Rock,MPEG audio file
2395,Get On Top,Californication,Red Hot Chili Peppers,Red Hot Chili Peppers,Rock,MPEG audio file
2396,Californication,Californication,Red Hot Chili Peppers,Red Hot Chili Peppers,Rock,MPEG audio file
2397,Easily,Californication,Red Hot Chili Peppers,Red Hot Chili Peppers,Rock,MPEG audio file
2403,Purple Stain,Californication,Red Hot Chili Peppers,Red Hot Chili Peppers,Rock,MPEG audio file
2262,Crazy Little Thing Called Love,Greatest Hits I,Queen,"Mercury, Freddie",Rock,MPEG audio file
2259,You're My Best Friend,Greatest Hits I,Queen,"Deacon, John",Rock,MPEG audio file
2256,Killer Queen,Greatest Hits I,Queen,"Mercury, Freddie",Rock,MPEG audio file
2255,Another One Bites The Dust,Greatest Hits I,Queen,"Deacon, John",Rock,MPEG audio file
2258,Bicycle Race,Greatest Hits I,Queen,"Mercury, Freddie",Rock,MPEG audio file
2261,Save Me,Greatest Hits I,Queen,"May, Brian",Rock,MPEG audio file
2264,Now I'm Here,Greatest Hits I,Queen,"May, Brian",Rock,MPEG audio file
2254,Bohemian Rhapsody,Greatest Hits I,Queen,"Mercury, Freddie",Rock,MPEG audio file
2265,Good Old-Fashioned Lover Boy,Greatest Hits I,Queen,"Mercury, Freddie",Rock,MPEG audio file
2269,We Will Rock You,Greatest Hits I,Queen,"Deacon, John/May, Brian",Rock,MPEG audio file
2260,Don't Stop Me Now,Greatest Hits I,Queen,"Mercury, Freddie",Rock,MPEG audio file
2270,We Are The Champions,Greatest Hits I,Queen,"Mercury, Freddie",Rock,MPEG audio file
2267,Flash,Greatest Hits I,Queen,"May, Brian",Rock,MPEG audio file
2257,Fat Bottomed Girls,Greatest Hits I,Queen,"May, Brian",Rock,MPEG audio file
2263,Somebody To Love,Greatest Hits I,Queen,"Mercury, Freddie",Rock,MPEG audio file
2268,Seven Seas Of Rhye,Greatest Hits I,Queen,"Mercury, Freddie",Rock,MPEG audio file
2266,Play The Game,Greatest Hits I,Queen,"Mercury, Freddie",Rock,MPEG audio file
1634,Moby Dick,Led Zeppelin II,Led Zeppelin,"John Bonham, John Paul Jones, Jimmy Page",Rock,MPEG audio file
1630,Thank You,Led Zeppelin II,Led Zeppelin,"Jimmy Page, Robert Plant",Rock,MPEG audio file
1633,Ramble On,Led Zeppelin II,Led Zeppelin,"Jimmy Page, Robert Plant",Rock,MPEG audio file
1627,Whole Lotta Love,Led Zeppelin II,Led Zeppelin,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham",Rock,MPEG audio file
1632,Living Loving Maid (She's Just A Woman),Led Zeppelin II,Led Zeppelin,"Jimmy Page, Robert Plant",Rock,MPEG audio file
1628,What Is And What Should Never Be,Led Zeppelin II,Led Zeppelin,"Jimmy Page, Robert Plant",Rock,MPEG audio file
1635,Bring It On Home,Led Zeppelin II,Led Zeppelin,"Jimmy Page, Robert Plant",Rock,MPEG audio file
1631,Heartbreaker,Led Zeppelin II,Led Zeppelin,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham",Rock,MPEG audio file
1629,The Lemon Song,Led Zeppelin II,Led Zeppelin,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham",Rock,MPEG audio file
2464,Garota Nacional,O Samba Poconé,Skank,Samuel Rosa,Rock,MPEG audio file
2462,Eu Disse A Ela,O Samba Poconé,Skank,Samuel Rosa,Rock,MPEG audio file
2466,Sem Terra,O Samba Poconé,Skank,Samuel Rosa,Rock,MPEG audio file
2463,Zé Trindade,O Samba Poconé,Skank,Samuel Rosa,Rock,MPEG audio file
2468,Um Dia Qualquer,O Samba Poconé,Skank,Samuel Rosa,Rock,MPEG audio file
2469,Los Pretos,O Samba Poconé,Skank,Samuel Rosa,Rock,MPEG audio file
2470,Sul Da América,O Samba Poconé,Skank,Samuel Rosa,Rock,MPEG audio file
2467,Os Exilados,O Samba Poconé,Skank,Samuel Rosa,Rock,MPEG audio file
2461,É Uma Partida De Futebol,O Samba Poconé,Skank,Samuel Rosa,Rock,MPEG audio file
2465,Tão Seu,O Samba Poconé,Skank,Samuel Rosa,Rock,MPEG audio file
2471,Poconé,O Samba Poconé,Skank,Samuel Rosa,Rock,MPEG audio file
1257,From Here To Eternity,Fear Of The Dark,Iron Maiden,Steve Harris,Rock,MPEG audio file
1261,Wasting Love,Fear Of The Dark,Iron Maiden,Bruce Dickinson/Janick Gers,Rock,MPEG audio file
1262,The Fugitive,Fear Of The Dark,Iron Maiden,Steve Harris,Rock,MPEG audio file
1263,Chains Of Misery,Fear Of The Dark,Iron Maiden,Bruce Dickinson/David Murray,Rock,MPEG audio file
1265,Judas Be My Guide,Fear Of The Dark,Iron Maiden,Bruce Dickinson/David Murray,Rock,MPEG audio file
1267,Fear Of The Dark,Fear Of The Dark,Iron Maiden,Steve Harris,Rock,MPEG audio file
1256,Be Quick Or Be Dead,Fear Of The Dark,Iron Maiden,Bruce Dickinson/Janick Gers,Rock,MPEG audio file
1264,The Apparition,Fear Of The Dark,Iron Maiden,Janick Gers/Steve Harris,Rock,MPEG audio file
1259,Fear Is The Key,Fear Of The Dark,Iron Maiden,Bruce Dickinson/Janick Gers,Rock,MPEG audio file
1258,Afraid To Shoot Strangers,Fear Of The Dark,Iron Maiden,Steve Harris,Rock,MPEG audio file
1260,Childhood's End,Fear Of The Dark,Iron Maiden,Steve Harris,Rock,MPEG audio file
1266,Weekend Warrior,Fear Of The Dark,Iron Maiden,Janick Gers/Steve Harris,Rock,MPEG audio file
433,Friends Will Be Friends,Greatest Hits II,Queen,Freddie Mercury & John Deacon,Rock,MPEG audio file
435,One Vision,Greatest Hits II,Queen,Queen,Rock,MPEG audio file
431,The Invisible Man,Greatest Hits II,Queen,Queen,Rock,MPEG audio file
422,I Want It All,Greatest Hits II,Queen,Queen,Rock,MPEG audio file
427,Who Wants To Live Forever,Greatest Hits II,Queen,Brian May,Rock,MPEG audio file
421,Radio GA GA,Greatest Hits II,Queen,Roger Taylor,Rock,MPEG audio file
434,The Show Must Go On,Greatest Hits II,Queen,Queen,Rock,MPEG audio file
429,The Miracle,Greatest Hits II,Queen,Queen,Rock,MPEG audio file
424,Innuendo,Greatest Hits II,Queen,Queen,Rock,MPEG audio file
426,Breakthru,Greatest Hits II,Queen,Queen,Rock,MPEG audio file
428,Headlong,Greatest Hits II,Queen,Queen,Rock,MPEG audio file
425,It's A Hard Life,Greatest Hits II,Queen,Freddie Mercury,Rock,MPEG audio file
420,Under Pressure,Greatest Hits II,Queen,Queen & David Bowie,Rock,MPEG audio file
423,I Want To Break Free,Greatest Hits II,Queen,John Deacon,Rock,MPEG audio file
419,A Kind Of Magic,Greatest Hits II,Queen,Roger Taylor,Rock,MPEG audio file
430,I'm Going Slightly Mad,Greatest Hits II,Queen,Queen,Rock,MPEG audio file
432,Hammer To Fall,Greatest Hits II,Queen,Brian May,Rock,MPEG audio file
1643,That's The Way,Led Zeppelin III,Led Zeppelin,"Jimmy Page, Robert Plant",Rock,MPEG audio file
1638,Celebration Day,Led Zeppelin III,Led Zeppelin,"Jimmy Page, Robert Plant, John Paul Jones",Rock,MPEG audio file
1639,Since I've Been Loving You,Led Zeppelin III,Led Zeppelin,"Jimmy Page, Robert Plant, John Paul Jones",Rock,MPEG audio file
1644,Bron-Y-Aur Stomp,Led Zeppelin III,Led Zeppelin,"Jimmy Page, Robert Plant, John Paul Jones",Rock,MPEG audio file
1645,Hats Off To (Roy) Harper,Led Zeppelin III,Led Zeppelin,Traditional,Rock,MPEG audio file
1642,Tangerine,Led Zeppelin III,Led Zeppelin,Jimmy Page,Rock,MPEG audio file
1641,Gallows Pole,Led Zeppelin III,Led Zeppelin,Traditional,Rock,MPEG audio file
1637,Friends,Led Zeppelin III,Led Zeppelin,"Jimmy Page, Robert Plant",Rock,MPEG audio file
1640,Out On The Tiles,Led Zeppelin III,Led Zeppelin,"Jimmy Page, Robert Plant, John Bonham",Rock,MPEG audio file
1636,Immigrant Song,Led Zeppelin III,Led Zeppelin,"Jimmy Page, Robert Plant",Rock,MPEG audio file
1567,Sure Know Something,Unplugged [Live],Kiss,"Paul Stanley, Vincent Poncia",Rock,MPEG audio file
1571,I Still Love You,Unplugged [Live],Kiss,Paul Stanley,Rock,MPEG audio file
1569,Rock Bottom,Unplugged [Live],Kiss,"Paul Stanley, Ace Frehley",Rock,MPEG audio file
1566,Domino,Unplugged [Live],Kiss,Gene Simmons,Rock,MPEG audio file
1572,Every Time I Look At You,Unplugged [Live],Kiss,"Paul Stanley, Vincent Cusano",Rock,MPEG audio file
1573,"2,000 Man",Unplugged [Live],Kiss,"Mick Jagger, Keith Richard",Rock,MPEG audio file
1565,Do You Love Me,Unplugged [Live],Kiss,"Paul Stanley, Bob Ezrin, Kim Fowley",Rock,MPEG audio file
1568,A World Without Heroes,Unplugged [Live],Kiss,"Paul Stanley, Gene Simmons, Bob Ezrin, Lewis Reed",Rock,MPEG audio file
1574,Beth,Unplugged [Live],Kiss,"Peter Criss, Stan Penridge, Bob Ezrin",Rock,MPEG audio file
1576,Rock And Roll All Nite,Unplugged [Live],Kiss,"Paul Stanley, Gene Simmons",Rock,MPEG audio file
1564,Goin' Blind,Unplugged [Live],Kiss,"Gene Simmons, Stephen Coronel",Rock,MPEG audio file
1570,See You Tonight,Unplugged [Live],Kiss,Gene Simmons,Rock,MPEG audio file
1563,Plaster Caster,Unplugged [Live],Kiss,Gene Simmons,Rock,MPEG audio file
1562,Comin' Home,Unplugged [Live],Kiss,"Paul Stanley, Ace Frehley",Rock,MPEG audio file
1575,Nothin' To Lose,Unplugged [Live],Kiss,Gene Simmons,Rock,MPEG audio file
2955,Everlasting Love,B-Sides 1980-1990,U2,Buzz Cason/Mac Gayden,Rock,MPEG audio file
2949,The Three Sunrises,B-Sides 1980-1990,U2,U2,Rock,MPEG audio file
2963,"Trash, Trampoline And The Party Girl",B-Sides 1980-1990,U2,U2,Rock,MPEG audio file
2953,Bass Trap,B-Sides 1980-1990,U2,U2,Rock,MPEG audio file
2956,Unchained Melody,B-Sides 1980-1990,U2,Alex North/Hy Zaret,Rock,MPEG audio file
2957,Walk To The Water,B-Sides 1980-1990,U2,U2,Rock,MPEG audio file
2954,Dancing Barefoot,B-Sides 1980-1990,U2,Ivan Kral/Patti Smith,Rock,MPEG audio file
2960,Silver And Gold,B-Sides 1980-1990,U2,Bono,Rock,MPEG audio file
2959,Hallelujah Here She Comes,B-Sides 1980-1990,U2,U2,Rock,MPEG audio file
2961,Endless Deep,B-Sides 1980-1990,U2,U2,Rock,MPEG audio file
2951,Sweetest Thing,B-Sides 1980-1990,U2,U2,Rock,MPEG audio file
2950,Spanish Eyes,B-Sides 1980-1990,U2,U2,Rock,MPEG audio file
2952,Love Comes Tumbling,B-Sides 1980-1990,U2,U2,Rock,MPEG audio file
2958,Luminous Times (Hold On To Love),B-Sides 1980-1990,U2,Brian Eno/U2,Rock,MPEG audio file
2962,A Room At The Heartbreak Hotel,B-Sides 1980-1990,U2,U2,Rock,MPEG audio file
2,Balls to the Wall,Balls to the Wall,Accept,"U. Dirkschneider, W. Hoffmann, H. Frank, P. Baltes, S. Kaufmann, G. Hoffmann",Rock,Protected AAC audio file
676,I Put A Spell On You,"Chronicle, Vol. 1",Creedence Clearwater Revival,Jay Hawkins,Rock,MPEG audio file
694,Someday Never Comes,"Chronicle, Vol. 1",Creedence Clearwater Revival,J. C. Fogerty,Rock,MPEG audio file
682,Down On The Corner,"Chronicle, Vol. 1",Creedence Clearwater Revival,J. C. Fogerty,Rock,MPEG audio file
692,Hey Tonight,"Chronicle, Vol. 1",Creedence Clearwater Revival,J. C. Fogerty,Rock,MPEG audio file
681,Commotion,"Chronicle, Vol. 1",Creedence Clearwater Revival,J. C. Fogerty,Rock,MPEG audio file
685,Who'll Stop The Rain,"Chronicle, Vol. 1",Creedence Clearwater Revival,J. C. Fogerty,Rock,MPEG audio file
680,Green River,"Chronicle, Vol. 1",Creedence Clearwater Revival,J. C. Fogerty,Rock,MPEG audio file
677,Proud Mary,"Chronicle, Vol. 1",Creedence Clearwater Revival,J. C. Fogerty,Rock,MPEG audio file
678,Bad Moon Rising,"Chronicle, Vol. 1",Creedence Clearwater Revival,J. C. Fogerty,Rock,MPEG audio file
683,Fortunate Son,"Chronicle, Vol. 1",Creedence Clearwater Revival,J. C. Fogerty,Rock,MPEG audio file
679,Lodi,"Chronicle, Vol. 1",Creedence Clearwater Revival,J. C. Fogerty,Rock,MPEG audio file
688,Lookin' Out My Back Door,"Chronicle, Vol. 1",Creedence Clearwater Revival,J. C. Fogerty,Rock,MPEG audio file
686,Up Around The Bend,"Chronicle, Vol. 1",Creedence Clearwater Revival,J. C. Fogerty,Rock,MPEG audio file
687,Run Through The Jungle,"Chronicle, Vol. 1",Creedence Clearwater Revival,J. C. Fogerty,Rock,MPEG audio file
675,Susie Q,"Chronicle, Vol. 1",Creedence Clearwater Revival,Hawkins-Lewis-Broadwater,Rock,MPEG audio file
684,Travelin' Band,"Chronicle, Vol. 1",Creedence Clearwater Revival,J. C. Fogerty,Rock,MPEG audio file
691,Have You Ever Seen The Rain?,"Chronicle, Vol. 1",Creedence Clearwater Revival,J. C. Fogerty,Rock,MPEG audio file
689,Long As I Can See The Light,"Chronicle, Vol. 1",Creedence Clearwater Revival,J. C. Fogerty,Rock,MPEG audio file
690,I Heard It Through The Grapevine,"Chronicle, Vol. 1",Creedence Clearwater Revival,Whitfield-Strong,Rock,MPEG audio file
693,Sweet Hitch-Hiker,"Chronicle, Vol. 1",Creedence Clearwater Revival,J. C. Fogerty,Rock,MPEG audio file
700,Wrote A Song For Everyone,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
714,Hello Mary Lou,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
713,Lookin' For A Reason,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
695,Walking On The Water,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
696,"Suzie-Q, Pt. 2","Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
710,It's Just A Thought,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
709,(Wish I Could) Hideaway,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
708,Pagan Baby,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
698,Good Golly Miss Molly,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
697,Born On The Bayou,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
699,Tombstone Shadow,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
707,My Baby Left Me,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
701,Night Time Is The Right Time,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
703,It Came Out Of The Sky,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
706,Before You Accuse Me,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
702,Cotton Fields,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
704,Don't Look Now,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
705,The Midnight Special,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
711,Molina,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
712,Born To Move,"Chronicle, Vol. 2",Creedence Clearwater Revival,J.C. Fogerty,Rock,MPEG audio file
17,Let There Be Rock,Let There Be Rock,AC/DC,AC/DC,Rock,MPEG audio file
21,Hell Ain't A Bad Place To Be,Let There Be Rock,AC/DC,AC/DC,Rock,MPEG audio file
20,Overdose,Let There Be Rock,AC/DC,AC/DC,Rock,MPEG audio file
15,Go Down,Let There Be Rock,AC/DC,AC/DC,Rock,MPEG audio file
18,Bad Boy Boogie,Let There Be Rock,AC/DC,AC/DC,Rock,MPEG audio file
22,Whole Lotta Rosie,Let There Be Rock,AC/DC,AC/DC,Rock,MPEG audio file
16,Dog Eat Dog,Let There Be Rock,AC/DC,AC/DC,Rock,MPEG audio file
19,Problem Child,Let There Be Rock,AC/DC,AC/DC,Rock,MPEG audio file
2271,We Will Rock You,News Of The World,Queen,May,Rock,MPEG audio file
2276,Fight From The Inside,News Of The World,Queen,Taylor,Rock,MPEG audio file
2277,"Get Down, Make Love",News Of The World,Queen,Mercury,Rock,MPEG audio file
2275,Spread Your Wings,News Of The World,Queen,Deacon,Rock,MPEG audio file
2279,Who Needs You,News Of The World,Queen,Deacon,Rock,MPEG audio file
2281,My Melancholy Blues,News Of The World,Queen,Mercury,Rock,MPEG audio file
2274,"All Dead, All Dead",News Of The World,Queen,May,Rock,MPEG audio file
2278,Sleep On The Sidewalk,News Of The World,Queen,May,Rock,MPEG audio file
2272,We Are The Champions,News Of The World,Queen,Mercury,Rock,MPEG audio file
2273,Sheer Heart Attack,News Of The World,Queen,Taylor,Rock,MPEG audio file
2280,It's Late,News Of The World,Queen,May,Rock,MPEG audio file
4,Restless and Wild,Restless and Wild,Accept,"F. Baltes, R.A. Smith-Diesel, S. Kaufman, U. Dirkscneider & W. Hoffman",Rock,Protected AAC audio file
5,Princess of the Dawn,Restless and Wild,Accept,Deaffy & R.A. Smith-Diesel,Rock,Protected AAC audio file
3,Fast As a Shark,Restless and Wild,Accept,"F. Baltes, S. Kaufman, U. Dirkscneider & W. Hoffman",Rock,Protected AAC audio file
1366,Iron Maiden,Rock In Rio [CD2],Iron Maiden,Steve Harris,Rock,MPEG audio file
1365,Fear Of The Dark,Rock In Rio [CD2],Iron Maiden,Steve Harris,Rock,MPEG audio file
1367,The Number Of The Beast,Rock In Rio [CD2],Iron Maiden,Steve Harris,Rock,MPEG audio file
1369,Sanctuary,Rock In Rio [CD2],Iron Maiden,David Murray/Paul Di'Anno/Steve Harris,Rock,MPEG audio file
1362,Dream Of Mirrors,Rock In Rio [CD2],Iron Maiden,Janick Gers/Steve Harris,Rock,MPEG audio file
1363,The Clansman,Rock In Rio [CD2],Iron Maiden,Steve Harris,Rock,MPEG audio file
1368,Hallowed Be Thy Name,Rock In Rio [CD2],Iron Maiden,Steve Harris,Rock,MPEG audio file
1370,Run To The Hills,Rock In Rio [CD2],Iron Maiden,Steve Harris,Rock,MPEG audio file
1602,The Ocean,Houses Of The Holy,Led Zeppelin,John Bonham/John Paul Jones,Rock,MPEG audio file
1595,The Song Remains The Same,Houses Of The Holy,Led Zeppelin,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,Rock,MPEG audio file
1597,Over The Hills And Far Away,Houses Of The Holy,Led Zeppelin,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,Rock,MPEG audio file
1598,The Crunge,Houses Of The Holy,Led Zeppelin,John Bonham/John Paul Jones,Rock,MPEG audio file
1596,The Rain Song,Houses Of The Holy,Led Zeppelin,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,Rock,MPEG audio file
1599,Dancing Days,Houses Of The Holy,Led Zeppelin,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,Rock,MPEG audio file
1601,No Quarter,Houses Of The Holy,Led Zeppelin,John Paul Jones,Rock,MPEG audio file
1600,D'Yer Mak'er,Houses Of The Holy,Led Zeppelin,John Bonham/John Paul Jones,Rock,MPEG audio file
39,You Oughta Know,Jagged Little Pill,Alanis Morissette,Alanis Morissette & Glenn Ballard,Rock,MPEG audio file
41,Hand In My Pocket,Jagged Little Pill,Alanis Morissette,Alanis Morissette & Glenn Ballard,Rock,MPEG audio file
50,You Oughta Know (Alternate),Jagged Little Pill,Alanis Morissette,Alanis Morissette & Glenn Ballard,Rock,MPEG audio file
47,Ironic,Jagged Little Pill,Alanis Morissette,Alanis Morissette & Glenn Ballard,Rock,MPEG audio file
46,Mary Jane,Jagged Little Pill,Alanis Morissette,Alanis Morissette & Glenn Ballard,Rock,MPEG audio file
40,Perfect,Jagged Little Pill,Alanis Morissette,Alanis Morissette & Glenn Ballard,Rock,MPEG audio file
45,Head Over Feet,Jagged Little Pill,Alanis Morissette,Alanis Morissette & Glenn Ballard,Rock,MPEG audio file
43,Forgiven,Jagged Little Pill,Alanis Morissette,Alanis Morissette & Glenn Ballard,Rock,MPEG audio file
38,All I Really Want,Jagged Little Pill,Alanis Morissette,Alanis Morissette & Glenn Ballard,Rock,MPEG audio file
44,You Learn,Jagged Little Pill,Alanis Morissette,Alanis Morissette & Glenn Ballard,Rock,MPEG audio file
42,Right Through You,Jagged Little Pill,Alanis Morissette,Alanis Morissette & Glenn Ballard,Rock,MPEG audio file
49,Wake Up,Jagged Little Pill,Alanis Morissette,Alanis Morissette & Glenn Ballard,Rock,MPEG audio file
