dim_time_id,date_value,day,month,year,quarter
79,2021-12-09 00:00:00.000000 UTC,9,12,2021,Q4(2021)
82,2021-12-18 00:00:00.000000 UTC,18,12,2021,Q4(2021)
78,2021-12-08 00:00:00.000000 UTC,8,12,2021,Q4(2021)
77,2021-12-08 00:00:00.000000 UTC,8,12,2021,Q4(2021)
83,2021-12-26 00:00:00.000000 UTC,26,12,2021,Q4(2021)
81,2021-12-13 00:00:00.000000 UTC,13,12,2021,Q4(2021)
80,2021-12-10 00:00:00.000000 UTC,10,12,2021,Q4(2021)
164,2022-12-17 00:00:00.000000 UTC,17,12,2022,Q4(2022)
163,2022-12-16 00:00:00.000000 UTC,16,12,2022,Q4(2022)
160,2022-12-02 00:00:00.000000 UTC,2,12,2022,Q4(2022)
162,2022-12-15 00:00:00.000000 UTC,15,12,2022,Q4(2022)
166,2022-12-25 00:00:00.000000 UTC,25,12,2022,Q4(2022)
161,2022-12-15 00:00:00.000000 UTC,15,12,2022,Q4(2022)
165,2022-12-20 00:00:00.000000 UTC,20,12,2022,Q4(2022)
248,2023-12-24 00:00:00.000000 UTC,24,12,2023,Q4(2023)
249,2023-12-27 00:00:00.000000 UTC,27,12,2023,Q4(2023)
243,2023-12-01 00:00:00.000000 UTC,1,12,2023,Q4(2023)
244,2023-12-09 00:00:00.000000 UTC,9,12,2023,Q4(2023)
245,2023-12-22 00:00:00.000000 UTC,22,12,2023,Q4(2023)
246,2023-12-22 00:00:00.000000 UTC,22,12,2023,Q4(2023)
247,2023-12-23 00:00:00.000000 UTC,23,12,2023,Q4(2023)
332,2024-12-30 00:00:00.000000 UTC,30,12,2024,Q4(2024)
327,2024-12-07 00:00:00.000000 UTC,7,12,2024,Q4(2024)
328,2024-12-15 00:00:00.000000 UTC,15,12,2024,Q4(2024)
330,2024-12-28 00:00:00.000000 UTC,28,12,2024,Q4(2024)
331,2024-12-29 00:00:00.000000 UTC,29,12,2024,Q4(2024)
329,2024-12-28 00:00:00.000000 UTC,28,12,2024,Q4(2024)
326,2024-12-02 00:00:00.000000 UTC,2,12,2024,Q4(2024)
407,2025-12-04 00:00:00.000000 UTC,4,12,2025,Q4(2025)
406,2025-12-04 00:00:00.000000 UTC,4,12,2025,Q4(2025)
411,2025-12-14 00:00:00.000000 UTC,14,12,2025,Q4(2025)
409,2025-12-06 00:00:00.000000 UTC,6,12,2025,Q4(2025)
408,2025-12-05 00:00:00.000000 UTC,5,12,2025,Q4(2025)
412,2025-12-22 00:00:00.000000 UTC,22,12,2025,Q4(2025)
410,2025-12-09 00:00:00.000000 UTC,9,12,2025,Q4(2025)
